Iteration,Energy_Ha,Error_Ha,Error_kcal_mol
69,-0.9394618400392322,0.19784419571416423,124.14723281063806
70,-0.9531037810047672,0.18420225474862917,115.5869148547648
71,-0.8501223727942707,0.2871836629591257,180.20774850685137
72,-0.894516525708844,0.2427895100445524,152.35041755295663
73,-0.988259292359562,0.1490467433938344,93.52683147963108
74,-0.7666944004795623,0.3706116352738341,232.5588011343309
75,-1.0109440752656216,0.12636196048777482,79.2921302060787
76,-0.9381910002000488,0.19911503555334764,124.94468480972564
77,-0.9931335927320263,0.1441724430213701,90.46820799590975
78,-0.9925017744247878,0.14480426132860857,90.86467398370188
79,-1.0374521451082916,0.09985389064510475,62.65831637980323
80,-0.9473912630176561,0.1899147727357403,119.17151989167705
81,-0.9648951899982107,0.17241084575518573,108.18780571137904
82,-1.0074117702497163,0.1298942655036801,81.50865160355927
83,-1.0002618864100294,0.13704414934336695,85.99520371296276
84,-0.9898382388201786,0.14746779693321777,92.53604257559415
85,-0.9698133404786115,0.16749269527478494,105.10166628492755
86,-0.9253103872776839,0.2119956484757125,133.0272694185096
87,-1.0653915601773427,0.07191447557605368,45.12633342397368
88,-0.8013055087209561,0.3360005270324403,210.84033071285631
89,-1.0233362156996364,0.11396982005376,71.5160620837344
90,-0.9094325064130341,0.2278735293403623,142.99063966107735
91,-1.0322820376329997,0.10502399812039664,65.90255882054889
92,-0.8894349211920097,0.24787111456138666,155.53912438727014
93,-0.9678841924277956,0.16942184332560084,106.31220668681453
94,-0.9335316755216291,0.20377436023176732,127.86841104543399
95,-1.0043547858942241,0.13295124985917228,83.4269092866306
96,-0.9659267272619919,0.17137930849140448,107.5405160783563
97,-1.029593724219251,0.1077123115341454,67.58947548767624
98,-0.9181422851127524,0.21916375064064397,137.52525352700408
99,-1.0600360251974528,0.07727001055594362,48.48693162385462
100,-0.9294847753336976,0.20782126041969884,130.407840913361
